combinations,score
"['ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.4977190873
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse']",33.497822350199996
"['book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.4978510582
"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'train']",33.4988689519
"['gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",33.4992629176
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.4994786927
"['ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.4995641349
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves']",33.500000003000004
"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'doll']",33.5003902498
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves']",33.5004597933
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.501718098699996
"['block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.5051336727
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves']",33.505146717399995
"['doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.505693218699996
"['ball', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5060468796
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",33.5071067414
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'horse', 'train']",33.5082605198
"['gloves', 'horse', 'train', 'train', 'train']",33.508663149499995
"['ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'train', 'train']",33.5091619699
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves']",33.5092685213
"['block', 'book', 'book', 'book', 'doll', 'train']",33.5095734289
"['ball', 'ball', 'block', 'gloves', 'gloves', 'horse', 'horse', 'horse']",33.5101272884
"['ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse', 'train']",33.510554834699995
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",33.5118334515
"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5122765902
"['book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'train']",33.5124627503
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",33.5131411157
"['ball', 'gloves', 'horse', 'horse', 'horse', 'horse', 'train']",33.513171462399995
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'horse', 'horse']",33.5141077851
"['block', 'block', 'doll', 'doll', 'train']",33.5149663804
"['ball', 'ball', 'ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.5153355266
"['ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse']",33.5158416267
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'horse']",33.5158998059
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.5163299644
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'train']",33.5174725699
"['ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",33.517800818000005
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.518643732600005
"['block', 'book', 'book', 'book', 'doll', 'doll', 'doll']",33.5189207401
"['book', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train', 'train']",33.5209156251
"['ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.5210602568
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse']",33.5215958745
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'train']",33.5218084537
"['ball', 'ball', 'ball', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5226278548
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5229640906
"['ball', 'doll', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",33.523072952199996
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'horse', 'train']",33.5230856914
"['block', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5248544939
"['book', 'doll', 'gloves', 'train', 'train', 'train']",33.5256072501
"['ball', 'ball', 'ball', 'book', 'horse', 'horse', 'horse', 'train']",33.527183264499996
"['ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.5276324424
"['ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.528854666
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.5290286471
"['ball', 'ball', 'book', 'book', 'book', 'book', 'horse', 'horse', 'horse', 'horse']",33.52997235780001
"['ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",33.53097612280001
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5319619332
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.5337166419
"['ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'train']",33.5341803664
"['ball', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5349514162
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.5350328087
"['block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.536309770500004
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",33.5368316374
"['book', 'gloves', 'gloves', 'gloves', 'train', 'train', 'train']",33.5368718524
"['ball', 'ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.5374564159
"['ball', 'ball', 'doll', 'horse', 'train', 'train']",33.5377454904
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'horse', 'horse', 'horse', 'horse']",33.5378366041
"['ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'doll']",33.5389267506
"['book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5390219297
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse']",33.5391625288
"['book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",33.5392431494
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'horse']",33.5399408142
"['ball', 'ball', 'block', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5400173426
"['ball', 'book', 'book', 'book', 'doll', 'train', 'train']",33.5400549991
"['book', 'doll', 'doll', 'gloves', 'horse', 'horse', 'train']",33.5403018949
"['ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",33.5405454302
"['block', 'gloves', 'gloves', 'train', 'train']",33.5412747113
"['ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",33.5422649658
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'train', 'train']",33.5427679501
"['ball', 'block', 'book', 'doll', 'gloves', 'gloves', 'train']",33.543452968000004
"['ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'train']",33.5461142374
"['ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.546680839400004
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.546906796900004
"['block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.547069239
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5483449463
"['ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",33.5485371037
"['ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves']",33.548719636
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'horse']",33.5492203269
"['ball', 'ball', 'ball', 'book', 'horse', 'horse', 'horse', 'horse', 'horse']",33.5492735713
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse', 'horse']",33.5495717319
"['ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.5497445186
"['ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.5508340307
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5511536395
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'horse', 'horse', 'horse']",33.551605052
"['doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'train']",33.5528482827
"['ball', 'gloves', 'horse', 'train', 'train', 'train']",33.5529153425
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5537332634
"['block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",33.5554728734
"['book', 'book', 'book', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",33.555794272600004
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse']",33.556201793
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.556848547600005
"['book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.5571325394
"['ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.5581617574
"['ball', 'block', 'gloves', 'gloves', 'horse', 'train', 'train']",33.5602517259
"['gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.5623377029
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.5626480165
"['ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5638562304
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves']",33.5638705072
"['ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.5642124453
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll']",33.5651207466
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.5665385522
"['ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.5665394834
"['book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.5672901236
"['book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",33.5681212892
"['ball', 'block', 'doll', 'doll', 'doll', 'horse']",33.569264176
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.5694888128
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.5707781454
"['ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",33.5709538632
"['ball', 'block', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves']",33.571937789
"['ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",33.572303015799996
"['book', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5733170804
"['book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",33.574824885700004
"['ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",33.574835707199995
"['ball', 'ball', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'train']",33.5748946206
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5750723412
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",33.575612069499996
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5757538207
"['ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5770155923
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'horse', 'train']",33.5772556084
"['book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",33.577564073699996
"['book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.5776448746
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.5777134594
"['book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.5778399965
"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'horse']",33.5786269942
"['ball', 'block', 'doll', 'horse', 'train']",33.5788317719
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.57934378
"['book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'horse', 'horse']",33.5796165333
"['ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5809004596
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.581022038200004
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5811723755
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'train']",33.5813010865
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.5822721476
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'train']",33.5838086823
"['block', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'train']",33.5848750178
"['ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",33.5852844005
"['book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",33.5870356639
"['ball', 'ball', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves']",33.587209475
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.58826658
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'train']",33.589081575
"['ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.5909328936
"['ball', 'ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.5918744594
"['ball', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse', 'horse']",33.592693003600004
"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'horse', 'train']",33.592809032699996
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",33.595987366399996
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'horse', 'horse', 'train']",33.5968911183
"['ball', 'book', 'doll', 'doll', 'train', 'train']",33.5972253072
"['block', 'book', 'book', 'book', 'doll', 'doll', 'horse']",33.5983892629
"['ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",33.5985438013
"['ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.5993859641
"['ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.5999968692
"['ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",33.600237756700004
"['doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",33.600761543699996
"['ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.601263235
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.6012720441
"['ball', 'ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.6020551123
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.602691054
"['block', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves']",33.6029031637
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.6031023898
"['block', 'book', 'book', 'book', 'horse', 'train']",33.60320239510001
"['ball', 'ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.6038732629
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.6039824688
"['ball', 'book', 'gloves', 'train', 'train', 'train']",33.6043986711
"['ball', 'ball', 'horse', 'train', 'train', 'train']",33.6057773737
"['ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.6071617953
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.607300547
"['ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.6077724716
"['ball', 'ball', 'book', 'gloves', 'gloves', 'horse', 'train', 'train']",33.6083166623
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",33.608571417
"['book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",33.6114875623
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'train']",33.6122302021
"['ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",33.612279926999996
"['ball', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.612795783
"['ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.6133306395
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves']",33.614965844699995
"['ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'horse']",33.616074934299995
"['ball', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",33.616234435500004
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.6184126545
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.6189336475
"['ball', 'doll', 'train', 'train', 'train']",33.620468843699996
"['ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'train', 'train']",33.621448141500004
"['ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",33.622223730500004
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",33.6232006755
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves']",33.6232227073
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",33.6239397298
"['book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",33.624254076599996
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'train']",33.624911869099996
"['ball', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",33.6259278637
