,score
"['ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'horse']",26.0815312744
"['book', 'book', 'doll', 'gloves', 'horse', 'horse', 'horse']",26.0825440073
"['block', 'block', 'gloves', 'gloves']",26.0833333333
"['ball', 'ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'horse']",26.0862739088
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'gloves']",26.0893533921
"['ball', 'ball', 'ball', 'bike']",26.1057424739
"['ball', 'bike', 'gloves', 'gloves', 'gloves']",26.1175497352
"['ball', 'ball', 'ball', 'doll', 'horse', 'horse', 'horse']",26.11958382
"['book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",26.1213020481
"['ball', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",26.1221370849
"['book', 'book', 'gloves', 'horse', 'horse', 'horse', 'horse']",26.1245372609
"['ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse']",26.1272934967
"['ball', 'ball', 'book', 'book', 'book', 'doll', 'train']",26.1449970807
"['ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",26.1486632831
"['ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll']",26.158472906
"['ball', 'ball', 'ball', 'horse', 'horse', 'horse', 'horse']",26.1595189403
"['ball', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",26.1632862526
"['ball', 'ball', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",26.1664793488
"['ball', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",26.1680983298
"['ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'horse', 'horse', 'horse']",26.1681027397
"['ball', 'ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'train']",26.1771582065
"['ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves']",26.1893925871
"['ball', 'ball', 'book', 'book', 'book', 'horse', 'train']",26.1901416373
"['ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",26.1917199935
"['ball', 'book', 'gloves', 'train', 'train']",26.197566487
"['ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'horse']",26.2027846664
"['ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",26.2040499877
"['ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",26.2065579154
"['ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'gloves']",26.2091203429
"['ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",26.2103288064
"['ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",26.2147586216
"['book', 'book', 'doll', 'doll', 'gloves', 'train']",26.22549869
"['ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse']",26.2346193771
"['ball', 'block', 'book', 'train']",26.2400684145
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'train']",26.2439168118
"['ball', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",26.2444726616
"['ball', 'book', 'book', 'book', 'book', 'doll', 'horse', 'horse']",26.2467890865
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'train']",26.2469688395
"['ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",26.2521523402
"['block', 'book', 'book', 'doll', 'doll']",26.2572506936
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'doll', 'gloves']",26.25807728
"['book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'train']",26.2605054003
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'book']",26.2623402152
"['doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",26.2632482032
"['book', 'book', 'doll', 'gloves', 'horse', 'train']",26.2713627187
"['ball', 'ball', 'ball', 'doll', 'doll', 'train']",26.2762151196
"['ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse']",26.2795366146
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'train']",26.2805855723
"['ball', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",26.2846169735
"['ball', 'book', 'book', 'book', 'book', 'horse', 'horse', 'horse']",26.2904987679
"['block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",26.290556743
"['book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",26.2917981909
"['ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",26.2935978366
"['ball', 'ball', 'book', 'doll', 'doll', 'doll', 'doll']",26.2965373762
"['block', 'book', 'book', 'book', 'doll', 'gloves', 'gloves']",26.2975478813
"['block', 'book', 'book', 'doll', 'horse']",26.2997359673
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'doll']",26.3002882222
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'horse']",26.3008057027
"['bike', 'doll', 'gloves']",26.3065221286
"['book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'train']",26.3074787788
"['gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",26.3087925161
"['book', 'book', 'gloves', 'horse', 'horse', 'train']",26.3166885334
"['ball', 'ball', 'ball', 'doll', 'horse', 'train']",26.3182572887
"['ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'train']",26.3222146299
"['block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",26.3314130264
"['ball', 'ball', 'bike', 'book']",26.3318597777
"['block', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",26.3340635431
"['ball', 'ball', 'book', 'doll', 'doll', 'doll', 'horse']",26.3382707732
"['bike', 'book', 'gloves', 'gloves', 'gloves']",26.3384192139
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'horse']",26.3409492753
"['block', 'book', 'book', 'book', 'gloves', 'gloves', 'horse']",26.3410379939
"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves']",26.3413238849
"['block', 'book', 'book', 'horse', 'horse']",26.3418853237
"['ball', 'ball', 'ball', 'block', 'book', 'doll', 'gloves']",26.3419098314
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'horse', 'horse']",26.3432842496
"['ball', 'ball', 'ball', 'horse', 'horse', 'train']",26.3596842327
"['ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",26.3643140026
"['ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'horse', 'train']",26.3655571624
"['doll', 'doll', 'doll', 'doll', 'doll', 'gloves']",26.3701100413
"['bike', 'gloves', 'horse']",26.3722941895
"['ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'gloves']",26.3745761902
"['ball', 'ball', 'book', 'doll', 'doll', 'horse', 'horse']",26.3796889231
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'horse', 'horse']",26.3815170856
"['ball', 'ball', 'ball', 'block', 'book', 'gloves', 'horse']",26.3827908716
"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'horse']",26.3840481403
"['ball', 'ball', 'ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves']",26.3887262216
"['ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'train']",26.394090824
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'train']",26.4050152281
"['doll', 'doll', 'doll', 'doll', 'gloves', 'horse']",26.4118733852
"['ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'horse']",26.4147944734
"['ball', 'block', 'doll', 'doll', 'gloves', 'gloves']",26.415928974
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'gloves']",26.4166666677
"['book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",26.4182417425
"['ball', 'ball', 'book', 'doll', 'horse', 'horse', 'horse']",26.4208310481
"['ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse']",26.4264323958
"['ball', 'book', 'book', 'book', 'book', 'doll', 'train']",26.4326118642
"['ball', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'train']",26.4382004287
"['ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",26.4385596307
"['book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll']",26.4502953783
"['doll', 'doll', 'doll', 'gloves', 'horse', 'horse']",26.4531864748
"['ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'horse', 'horse']",26.4548659763
"['ball', 'block', 'doll', 'gloves', 'gloves', 'horse']",26.4564144053
"['book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",26.4611442903
"['ball', 'ball', 'book', 'horse', 'horse', 'horse', 'horse']",26.4617461601
"['book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",26.4626241743
"['ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'train']",26.463174646
"['ball', 'block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",26.4665587369
"['ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse', 'horse']",26.4685050391
"['book', 'book', 'gloves', 'train', 'train']",26.4746150325
"['ball', 'book', 'book', 'book', 'book', 'horse', 'train']",26.4796550319
"['book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves']",26.4799197898
"['ball', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",26.4815740658
"['ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",26.4840204041
"['doll', 'doll', 'gloves', 'horse', 'horse', 'horse']",26.4940821441
"['ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'horse', 'horse', 'horse']",26.4948605085
"['book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'horse']",26.4961520667
"['ball', 'block', 'gloves', 'gloves', 'horse', 'horse']",26.4965741276
"['ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",26.4984904612
"['bike', 'bike']",26.4999134504
"['book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",26.5035876954
"['ball', 'block', 'book', 'book', 'book', 'book', 'book', 'gloves']",26.5043298881
"['book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",26.5066451328
"['ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",26.5081409476
"['ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",26.5133844479
"['book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse']",26.5267024667
"['block', 'book', 'book', 'train']",26.5324717537
"['doll', 'gloves', 'horse', 'horse', 'horse', 'horse']",26.5346087451
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'train']",26.5380503171
"['ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",26.5392976831
"['ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",26.5416666674
"['book', 'book', 'book', 'book', 'book', 'doll', 'horse', 'horse']",26.5416725582
"['ball', 'ball', 'ball', 'train', 'train']",26.5423595457
"['book', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",26.5455914966
"['book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",26.55020929
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves']",26.5550698864
"['ball', 'bike', 'book', 'book']",26.557654542
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'book']",26.5632219925
"['ball', 'ball', 'book', 'doll', 'doll', 'train']",26.5708610261
"['bike', 'book', 'gloves', 'train', 'train']",26.571996736
"['book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse']",26.573155346
"['gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",26.5748356852
"['ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",26.5797562564
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'train']",26.582383171
"['book', 'book', 'book', 'book', 'book', 'horse', 'horse', 'horse']",26.5868620266
"['book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",26.587186753
"['book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",26.5933264158
"['ball', 'book', 'book', 'doll', 'doll', 'doll', 'doll']",26.5945738706
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'horse']",26.5992093953
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'doll']",26.6026171984
"['ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'train']",26.6148442716
"['ball', 'ball', 'book', 'doll', 'horse', 'train']",26.6151283777
"['ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",26.6199374312
"['ball', 'book', 'book', 'doll', 'doll', 'doll', 'horse']",26.6379004036
"['ball', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves']",26.6379785509
"['doll', 'doll', 'doll', 'gloves', 'train']",26.6380684882
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse']",26.6430407431
"['ball', 'ball', 'block', 'book', 'book', 'doll', 'gloves']",26.643425162
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'horse']",26.6443282412
"['ball', 'gloves', 'gloves', 'gloves', 'train', 'train']",26.6455933532
"['ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'train']",26.6536055307
"['ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",26.6550216895
"['ball', 'ball', 'book', 'horse', 'horse', 'train']",26.6587655646
"['ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'horse', 'train']",26.660373377
"['block', 'doll', 'doll', 'doll']",26.6648648745
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'doll']",26.6666472774
"['bike', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",26.6699350925
"['ball', 'ball', 'ball', 'ball', 'book', 'doll', 'doll', 'doll', 'gloves']",26.6776599759
"['ball', 'book', 'book', 'doll', 'doll', 'horse', 'horse']",26.6808384448
"['ball', 'ball', 'bike', 'gloves', 'gloves']",26.6818838582
"['ball', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'horse']",26.6823448919
"['doll', 'doll', 'gloves', 'horse', 'train']",26.6833249073
"['book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'train']",26.6841354706
"['ball', 'ball', 'block', 'book', 'book', 'gloves', 'horse']",26.6856544338
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'horse', 'horse']",26.6858471877
"['ball', 'ball', 'block', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves']",26.6890208416
"['ball', 'block', 'gloves', 'gloves', 'train']",26.6931817916
"['ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'horse', 'train']",26.6950581571
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'train']",26.7050911338
"['block', 'doll', 'doll', 'horse']",26.7058835206
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'horse']",26.7066676348
"['ball', 'block', 'block', 'gloves']",26.7083333335
"['block', 'book', 'doll', 'doll', 'gloves', 'gloves']",26.7176963177
"['ball', 'ball', 'ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'horse']",26.7191451489
"['book', 'book', 'book', 'book', 'book', 'doll', 'train']",26.7193897191
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'gloves', 'gloves']",26.7221567412
"['ball', 'book', 'book', 'doll', 'horse', 'horse', 'horse']",26.7234101528
"['ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse']",26.7263172363
"['book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",26.7264835851
"['doll', 'gloves', 'horse', 'horse', 'train']",26.7278300124
"['book', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'train']",26.7307341011
"['block', 'doll', 'horse', 'horse']",26.746474032
"['ball', 'ball', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves']",26.7470390853
"['book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'train']",26.748421382
"['block', 'book', 'doll', 'gloves', 'gloves', 'horse']",26.759900886
"['ball', 'ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'horse', 'horse']",26.760347544
"['ball', 'book', 'book', 'horse', 'horse', 'horse', 'horse']",26.7656458979
"['block', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",26.7667008703
"['book', 'book', 'book', 'book', 'book', 'horse', 'train']",26.768361461
"['ball', 'book', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse', 'horse']",26.769909541
"['gloves', 'horse', 'horse', 'horse', 'train']",26.7715395672
"['ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",26.7736144285
"['book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",26.774322488
"['book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",26.776652199
"['bike', 'book', 'book', 'book']",26.7833219198
"['block', 'horse', 'horse', 'horse']",26.7867155798
"['ball', 'ball', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'horse']",26.7884083046
"['ball', 'ball', 'ball', 'block', 'doll', 'gloves', 'gloves', 'gloves']",26.7915029068
"['block', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves']",26.7999490822
"['ball', 'ball', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",26.800496915
"['ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'horse', 'horse', 'horse']",26.801320632
"['block', 'book', 'gloves', 'gloves', 'horse', 'horse']",26.8016399628
"['block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",26.8100867849
"['block', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",26.811869887
"['ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",26.8170879263
"['ball', 'ball', 'book', 'train', 'train']",26.8272198148
"['ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse']",26.829345362
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'gloves', 'train']",26.8314968646
"['ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'horse']",26.8316948047
"['ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",26.8430308181
"['ball', 'ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",26.8475044727
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves']",26.8525709393
"['ball', 'book', 'book', 'doll', 'doll', 'train']",26.8639715916
"['ball', 'bike', 'doll']",26.8648385331
"['ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'book']",26.86529165
"['doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",26.8673501736
"['ball', 'ball', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse']",26.8699054697
"['doll', 'gloves', 'train', 'train']",26.8812593787
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'train']",26.8842212749
"['ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",26.885106003
"['ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",26.8872892706
"['book', 'book', 'book', 'doll', 'doll', 'doll', 'doll']",26.892593558
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'horse']",26.8982723923
"['ball', 'bike', 'book', 'gloves', 'gloves']",26.9025329736
"['ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'train']",26.9060076284
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'doll']",26.9063171417
"['ball', 'ball', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",26.9101676469
"['doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",26.9102156449
"['ball', 'book', 'book', 'doll', 'horse', 'train']",26.9105286031
"['ball', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",26.9156295041
"['book', 'gloves', 'gloves', 'gloves', 'train', 'train']",26.9227886949
"['ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",26.9267583265
"['gloves', 'horse', 'train', 'train']",26.9326780441
"['ball', 'bike', 'horse']",26.9329588944
"['ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",26.933598266
"['book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves']",26.9345142529
"['book', 'book', 'book', 'doll', 'doll', 'doll', 'horse']",26.9376855094
"['block', 'doll', 'train']",26.938815574
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse']",26.9436263605
"['ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",26.9443560857
"['ball', 'block', 'book', 'book', 'book', 'doll', 'gloves']",26.9454498346
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'horse']",26.9493292855
"['doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",26.952449071
"['ball', 'book', 'book', 'book', 'gloves', 'gloves', 'horse', 'train']",26.9537564386
"['ball', 'ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'train']",26.9545664887
"['ball', 'book', 'book', 'horse', 'horse', 'train']",26.9564742493
"['ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",26.9566134346
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'doll']",26.9746829622
"['book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'horse']",26.9806589548
"['ball', 'ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'gloves']",26.981453765
"['book', 'book', 'book', 'doll', 'doll', 'horse', 'horse']",26.9823462867
"['block', 'horse', 'train']",26.9830680377
"['ball', 'block', 'book', 'book', 'book', 'gloves', 'horse']",26.9893006572
"['block', 'book', 'gloves', 'gloves', 'train']",26.9894905939
"['ball', 'block', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves']",26.989611278
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'horse', 'horse']",26.9920622947
"['doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",26.9940596289
"['ball', 'doll', 'doll', 'doll', 'doll', 'doll']",26.9948589023
"['ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'horse', 'train']",26.9983181605
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'doll']",26.9995865537
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'train']",27.0039173782
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'horse']",27.0157293265
"['block', 'block', 'book', 'gloves']",27.0158886135
"['ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'train']",27.0186170415
"['ball', 'ball', 'ball', 'book', 'book', 'doll', 'doll', 'gloves', 'horse']",27.0244978008
"['book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse']",27.0263814855
"['book', 'book', 'book', 'doll', 'horse', 'horse', 'horse']",27.0265842578
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'gloves', 'gloves']",27.0292736225
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'train']",27.030278772
"['gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",27.035070575
"['ball', 'doll', 'doll', 'doll', 'doll', 'horse']",27.0369059458
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'horse']",27.0399413261
"['ball', 'ball', 'block', 'doll', 'doll', 'gloves']",27.0409590804
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'gloves']",27.0416666679
"['ball', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves']",27.0503710904
"['ball', 'ball', 'doll', 'gloves', 'gloves', 'horse', 'train']",27.0632789125
"['ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'horse', 'horse']",27.0671604456
"['ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",27.0699761295
"['book', 'book', 'book', 'horse', 'horse', 'horse', 'horse']",27.0704138142
"['book', 'book', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse', 'horse']",27.0716846341
"['ball', 'doll', 'doll', 'doll', 'horse', 'horse']",27.0784446945
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'horse', 'horse']",27.0801426797
"['ball', 'ball', 'block', 'doll', 'gloves', 'horse']",27.0815755835
"['bike', 'book', 'doll']",27.0839608428
"['ball', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'horse']",27.0936492663
"['ball', 'ball', 'block', 'book', 'doll', 'gloves', 'gloves', 'gloves']",27.0992255909
"['ball', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",27.1021156884
"['ball', 'ball', 'gloves', 'gloves', 'horse', 'horse', 'train']",27.1070897113
"['ball', 'book', 'book', 'train', 'train']",27.1091496054
"['ball', 'ball', 'ball', 'book', 'book', 'gloves', 'horse', 'horse', 'horse']",27.109475446
"['ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",27.116118246
"['ball', 'doll', 'doll', 'horse', 'horse', 'horse']",27.1195156797
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'horse', 'horse', 'horse']",27.1202696854
"['ball', 'ball', 'block', 'gloves', 'horse', 'horse']",27.1218479808
