horse,ball,bike,train,coal,book,doll,blocks,gloves,score,n_items,max_packs
2,6,0,1,0,2,0,0,1,36.340777969937164,12,183
0,9,0,0,0,7,1,0,0,36.34011997511486,17,122
2,2,0,0,0,7,0,1,0,36.34000693808214,12,171
0,8,0,0,0,9,0,0,3,36.33961631964265,20,66
2,8,0,0,0,2,1,0,1,36.3393531613462,14,137
0,12,0,0,0,3,1,0,1,36.338764064050295,17,91
0,3,0,0,0,0,4,0,8,36.33854815558653,15,25
3,3,0,0,0,5,1,0,1,36.33842180632337,13,200
0,6,0,0,0,0,0,0,18,36.33833407764301,24,11
2,2,0,0,0,2,3,0,3,36.338038707587785,12,66
0,4,0,1,0,1,1,1,1,36.33775757810089,9,200
0,9,0,1,0,5,0,0,0,36.33733411570877,15,122
0,7,0,0,0,9,1,0,2,36.33650272125018,19,100
1,0,0,0,0,0,0,1,16,36.33629633192947,18,12
0,9,0,1,0,1,0,0,5,36.335347522179596,16,40
0,3,0,0,0,1,1,1,9,36.33513599921288,15,22
1,1,0,0,0,0,2,0,16,36.33470710273666,20,12
6,0,0,1,0,0,0,0,0,36.334564859180716,7,166
1,0,0,0,0,1,4,0,9,36.33425654375917,15,22
1,3,0,0,0,1,0,0,19,36.333881630134414,24,10
0,4,0,0,0,6,3,0,3,36.332995784961916,16,66
1,6,0,0,0,5,2,0,0,36.33284100487764,14,183
2,7,0,0,0,5,0,0,2,36.33246727576746,16,100
2,2,0,0,0,3,0,1,4,36.33162712828511,12,50
2,5,0,0,0,1,0,1,2,36.331103055264705,11,100
0,4,0,0,0,4,2,0,9,36.330474149699775,19,22
3,4,0,0,0,3,1,0,2,36.32954640727079,13,100
1,3,0,1,0,0,3,0,2,36.32914133150793,10,100
2,5,0,0,0,6,0,0,4,36.32902806403989,17,50
0,0,0,0,0,2,2,2,0,36.329020833475944,6,500
2,1,0,0,0,1,3,0,6,36.328732176647954,13,33
4,1,0,0,0,5,0,0,5,36.32862741614433,15,40
3,3,0,0,0,0,2,0,4,36.327909394071014,12,50
0,3,0,0,0,5,2,1,0,36.326753417255105,11,240
1,6,0,0,0,8,0,0,4,36.3267340451251,19,50
0,0,0,0,0,3,0,2,7,36.326311517090375,12,28
2,3,0,0,0,4,0,1,1,36.326068067445526,11,200
0,8,0,0,0,10,0,0,2,36.32602992820987,20,100
0,2,0,0,0,0,1,1,12,36.32602196329213,16,16
2,1,0,0,0,1,1,0,14,36.32550240865381,19,14
4,1,0,0,0,1,2,0,2,36.325233313900235,10,100
0,8,0,1,0,0,0,0,8,36.325146022798535,17,25
0,7,0,0,0,1,3,0,4,36.325039191623645,15,50
0,12,0,0,0,2,0,0,6,36.32445838804488,20,33
2,3,0,0,0,3,3,0,0,36.32420411646672,11,333
1,2,0,0,0,2,2,0,12,36.323825961759795,19,16
1,0,0,0,0,3,5,0,2,36.32345580633823,11,100
1,3,0,0,0,3,1,0,12,36.32312314178588,20,16
2,6,0,0,0,2,1,0,4,36.32276319929705,15,50
2,0,0,0,0,4,4,0,1,36.32263965278086,11,200
0,10,0,1,0,2,0,0,2,36.32243527191052,15,100
3,2,0,0,0,0,0,0,13,36.322298570254596,18,15
2,3,0,0,0,4,0,0,11,36.32227341398078,20,18
2,2,0,0,0,0,0,1,8,36.32202210008105,13,25
1,2,0,0,0,2,2,0,11,36.32191041427717,18,18
1,3,0,0,0,2,2,0,9,36.32159874864121,17,22
0,1,0,0,0,3,2,1,7,36.32156789240471,14,28
0,4,0,0,0,2,1,1,6,36.32112254721998,14,33
0,7,0,0,0,9,1,0,1,36.32074542290535,18,133
1,11,0,0,0,4,0,0,1,36.31993886592902,17,100
2,4,0,0,0,6,0,0,6,36.31990604597974,18,33
2,2,0,0,0,5,2,0,4,36.319782260412204,15,50
1,1,0,0,0,4,1,1,5,36.31963050594117,13,40
0,4,0,0,0,1,3,1,0,36.31940898094487,9,275
0,0,0,0,0,4,4,1,0,36.319242980236396,9,250
3,0,0,0,0,4,3,0,0,36.31922088787247,10,300
0,3,0,0,0,4,0,1,10,36.318866723822204,18,20
0,2,0,0,0,5,2,1,2,36.31836186356436,12,100
3,1,0,0,0,4,2,0,2,36.3183539637777,12,100
0,5,0,1,0,0,2,0,6,36.318193944652464,14,33
3,3,0,1,0,0,0,0,6,36.31807412571337,13,33
7,0,0,0,0,0,0,0,1,36.317635919708216,8,142
2,8,0,0,0,1,0,0,6,36.31713043143863,17,33
1,1,0,0,0,3,1,1,6,36.317067167196356,13,33
2,1,0,0,0,0,1,0,15,36.31685947059142,19,13
4,0,0,0,0,3,2,0,1,36.31683651437173,10,200
0,4,0,0,0,1,4,0,5,36.31622026293072,14,40
1,9,0,0,0,4,0,0,4,36.316186866455865,18,50
1,2,0,0,0,3,0,1,8,36.316032945586166,15,25
0,7,0,0,0,1,0,0,15,36.31602785109198,23,13
2,1,0,0,0,3,2,0,8,36.315726684775896,16,25
0,3,0,0,0,6,1,1,3,36.31563247133562,14,66
0,2,0,0,0,2,0,1,14,36.31450411564996,19,14
3,0,0,0,0,1,4,0,0,36.31422522639846,8,250
2,1,0,0,0,2,0,1,7,36.314199715469165,13,28
3,0,0,0,0,2,1,1,1,36.31410446341894,8,200
3,3,0,0,0,1,0,0,10,36.314019762601376,17,20
0,8,0,0,0,3,1,0,7,36.31378335219863,19,28
3,5,0,1,0,1,0,0,0,36.31374652702447,10,220
2,2,0,0,0,0,0,0,17,36.31366141083485,21,11
3,3,0,1,0,0,1,0,1,36.313653255670154,9,200
1,7,0,1,0,4,0,0,1,36.31355977086624,14,157
0,6,0,0,0,0,2,1,2,36.313505576326364,11,100
0,2,0,0,0,5,5,0,0,36.313434074008136,12,200
1,7,0,1,0,3,0,0,2,36.313316127460986,14,100
3,0,0,0,0,0,0,0,17,36.313166354015685,20,11
0,5,0,0,0,5,1,0,10,36.313092544812875,21,20
1,5,0,0,0,1,2,0,7,36.312958160636306,16,28
0,7,0,1,0,3,1,0,3,36.312754839280146,15,66
5,2,0,0,0,1,0,0,4,36.312503261342826,12,50
1,7,0,1,0,0,1,0,2,36.31223531856851,12,100
1,6,0,0,0,7,0,0,5,36.311831956226506,19,40
2,2,0,1,0,1,0,1,1,36.31168558038956,8,200
1,1,0,0,0,0,2,1,6,36.31118738711428,11,33
0,2,0,1,0,1,0,2,0,36.310674573960185,6,500
2,5,0,1,0,2,0,0,3,36.310600500081,13,66
0,8,0,0,0,5,0,0,8,36.30950165862089,21,25
3,0,0,0,0,0,2,1,0,36.30929497173704,6,333
0,1,0,0,0,3,6,0,0,36.3092812854398,10,166
0,4,0,0,0,3,2,0,10,36.30899868154701,19,20
1,3,0,0,0,7,0,1,2,36.30875545208723,14,100
0,9,0,0,0,1,3,0,1,36.30835834391321,14,122
2,3,0,0,0,2,1,1,0,36.307761722750456,9,366
0,10,0,2,0,0,0,0,0,36.307130981871104,12,110
0,5,0,1,0,2,3,0,0,36.306744552819204,11,220
4,4,0,0,0,1,1,0,1,36.30636584425037,11,200
0,4,0,0,0,4,4,0,1,36.30610988261533,13,200
2,0,0,0,0,0,2,0,13,36.30594787451586,17,15
0,7,0,0,0,4,0,0,11,36.30587379709425,22,18
3,2,0,0,0,4,0,0,8,36.305657366931385,17,25
2,0,0,0,0,3,0,1,8,36.304946131399824,14,25
3,3,0,0,0,7,0,0,3,36.30488875540833,16,66
1,6,0,0,0,4,0,1,0,36.3048118582885,12,183
1,2,0,1,0,0,1,1,2,36.304779369508374,8,100
1,0,0,0,0,3,2,1,4,36.303980030096625,11,50
4,2,0,1,0,1,0,0,2,36.30367780221035,10,100
3,2,0,0,0,4,1,0,4,36.30344108390376,14,50
1,5,0,0,0,7,1,0,3,36.30316191806485,17,66
0,3,0,0,0,3,3,0,8,36.30268263191746,17,25
0,2,0,0,0,3,5,0,2,36.30152026861367,12,100
0,5,0,0,0,3,1,0,12,36.301251501609386,21,16
1,0,0,0,0,3,3,1,0,36.30122160426582,8,333
3,3,0,1,0,0,0,0,5,36.3001784078378,12,40
2,2,0,0,0,2,0,0,15,36.29966037425966,21,13
1,6,0,1,0,3,1,0,0,36.29940017008574,12,183
0,0,0,0,0,1,2,1,11,36.2986371849787,15,18
0,0,0,0,0,2,6,0,4,36.29834237612294,12,50
0,1,0,0,0,1,4,0,11,36.29813764824396,17,18
0,3,0,0,0,2,2,0,14,36.2979698993327,21,14
0,4,0,0,0,1,0,0,21,36.29777539409167,26,9
0,4,0,1,0,2,1,1,0,36.29686827968313,9,275
2,0,0,0,0,0,3,0,9,36.296704436420946,14,22
1,5,0,0,0,3,1,0,8,36.29534978250694,18,25
3,7,0,0,0,3,0,0,1,36.29377991119335,14,157
0,4,0,0,0,5,1,1,2,36.29361503717102,13,100
2,5,0,0,0,0,3,0,1,36.29308251296449,11,200
0,7,0,0,0,0,2,0,9,36.29214588232012,18,22
3,4,0,0,0,5,0,0,3,36.29186163866747,15,66
0,6,0,1,0,1,1,0,7,36.29121225291882,16,28
3,1,0,0,0,6,2,0,0,36.29114234880913,12,200
0,9,0,0,0,0,2,0,6,36.29031217492187,17,33
0,9,0,0,0,6,0,0,5,36.29007376575732,20,40
3,4,0,1,0,0,0,0,3,36.289957997918904,11,66
1,2,0,0,0,5,0,1,6,36.28980694516132,15,33
2,4,0,1,0,0,0,0,8,36.28976988300077,15,25
0,2,0,0,0,0,2,0,18,36.28863589955933,22,11
0,2,0,0,0,3,4,0,7,36.28863386164192,16,28
0,5,0,0,0,3,0,0,17,36.28825140699183,25,11
1,1,0,0,0,2,5,0,1,36.28658447485959,10,200
1,1,0,0,0,2,3,0,9,36.28654176608965,16,22
0,10,0,1,0,0,1,0,1,36.28642066671294,13,110
1,4,0,0,0,2,1,0,11,36.286344208697976,19,18
3,5,0,0,0,6,0,0,0,36.286332884515694,14,200
6,0,0,0,0,2,0,0,2,36.286086624084675,10,100
1,3,0,0,0,5,2,0,6,36.28589874925694,17,33
2,6,0,0,0,1,0,0,9,36.28578266788896,18,22
0,3,0,0,0,4,3,0,7,36.284693814288254,17,28
4,0,0,0,0,2,0,0,10,36.28410993251437,16,20
0,5,0,0,0,3,1,1,3,36.283820480233636,13,66
1,5,0,0,0,6,0,0,9,36.283703560614335,21,22
3,0,0,0,0,5,0,1,1,36.28334141618965,10,200
2,3,0,1,0,1,2,0,1,36.28274566290279,10,200
3,4,0,0,0,2,0,0,7,36.28253521746543,16,28
0,4,0,0,0,0,2,1,5,36.28247494238291,12,40
0,2,0,0,0,3,4,0,6,36.28225039047141,15,33
2,3,0,0,0,6,1,0,4,36.28215016467844,16,50
2,5,0,1,0,1,0,0,4,36.28213567122235,13,50
0,5,0,0,0,3,0,0,16,36.28194227762286,24,12
0,4,0,1,0,0,0,1,7,36.281909895430374,13,28
1,6,0,0,0,4,1,0,5,36.28144767968372,17,40
0,1,0,0,0,5,3,1,0,36.28080279913157,10,240
1,4,0,0,0,7,2,0,1,36.28036406946966,15,171
0,3,0,1,0,0,2,1,0,36.28015634047498,7,366
2,2,0,0,0,1,2,0,8,36.27992375916849,15,25
0,3,0,0,0,3,4,0,4,36.27980515851651,14,50
0,6,0,0,0,3,0,0,14,36.27955085368044,23,14
1,2,0,0,0,1,2,1,3,36.27951389269128,10,66
1,1,0,0,0,4,4,0,3,36.278742102852924,13,66
1,5,0,0,0,8,1,0,2,36.27855457909856,17,100
1,4,0,0,0,4,0,0,13,36.278388559976335,22,15
2,3,0,0,0,5,1,0,5,36.278331080260024,16,40
2,4,0,1,0,1,1,0,2,36.27832815528824,11,100
3,1,0,0,0,4,1,0,6,36.27822942995926,15,33
1,0,0,0,0,4,0,2,1,36.27784090754397,8,200
0,0,0,0,0,0,4,1,4,36.27729819955601,9,50
0,6,0,1,0,0,3,0,0,36.27726354153991,10,183
0,3,0,0,0,0,0,1,14,36.277072997055456,18,14
2,4,0,0,0,5,0,0,7,36.2769452764512,18,28
1,8,0,0,0,2,2,0,1,36.276887238282384,14,137
4,1,0,0,0,0,1,0,7,36.27681957184752,13,28
0,1,0,0,0,4,3,1,1,36.27646604234754,10,200
1,1,0,0,0,1,3,0,10,36.27617258292875,16,20
4,4,0,0,0,0,0,0,6,36.27612503231829,14,33
3,4,0,1,0,3,0,0,0,36.275944020446055,11,275
4,0,0,0,0,3,0,0,9,36.275111227909726,16,22
2,0,0,0,0,1,2,0,12,36.27502192070549,17,16
0,2,0,0,0,4,2,1,3,36.27490055241921,12,66
3,3,0,0,0,4,0,0,6,36.27462295791929,16,33
4,1,0,0,0,3,1,0,3,36.274484762792824,12,66
4,2,0,0,0,4,1,0,0,36.27437390639129,11,250
2,0,0,0,0,1,0,1,10,36.27428359931631,14,20
0,9,0,0,0,9,0,0,1,36.27412333294551,19,122
0,1,0,0,0,0,0,1,18,36.27351322316705,20,11
2,5,0,0,0,9,0,0,1,36.2732477584051,17,133
1,2,0,0,0,1,2,0,12,36.27246075960757,18,16
4,1,0,0,0,0,0,1,2,36.27238940279087,8,100
1,1,0,0,0,3,2,1,2,36.272236670995675,10,100
2,3,0,0,0,2,2,0,5,36.27149576390748,14,40
0,6,0,0,0,8,2,0,0,36.27107518036726,16,150
0,5,0,0,0,2,4,0,2,36.270587857175926,13,100
0,8,0,0,0,2,0,0,12,36.27041822783719,22,16
0,4,0,1,0,0,1,1,2,36.269812465762854,9,100
0,0,0,0,0,1,1,2,5,36.269153407277905,9,40
0,6,0,1,0,1,0,1,1,36.26873718264871,10,183
0,1,0,0,0,1,4,1,1,36.268668623320586,8,200
0,1,0,0,0,2,1,2,2,36.26865084565695,8,100
0,5,0,0,0,9,0,1,0,36.26851127248495,15,133
0,4,0,0,0,1,0,1,11,36.268463845042106,17,18
1,2,0,0,0,0,5,0,2,36.268306805389976,10,100
3,0,0,0,0,6,0,1,0,36.268283969164564,10,200
1,5,0,0,0,0,1,0,12,36.268131645977824,19,16
3,2,0,0,0,5,0,0,7,36.268093078658595,17,28
2,4,0,1,0,2,1,0,1,36.26755405672817,11,200
3,2,0,1,0,0,1,0,3,36.267485449656256,10,66
0,7,0,0,0,10,1,0,0,36.26734788870609,18,120
0,4,0,1,0,0,3,0,4,36.26710471971093,12,50
1,0,0,0,0,4,2,1,3,36.26695241982292,11,66
2,3,0,0,0,1,0,1,5,36.26690012186184,12,40
0,4,0,0,0,7,0,1,4,36.26689384545443,16,50
1,0,0,0,0,1,4,0,8,36.26588960267371,14,25
0,1,0,0,0,0,7,0,0,36.265760329207936,8,142
2,2,0,0,0,5,2,0,3,36.26570434306512,14,66
2,1,0,0,0,0,2,0,11,36.26560561270444,16,18
1,3,0,0,0,1,0,0,18,36.26559119252779,23,11
0,4,0,0,0,0,3,0,10,36.26556311902829,17,20
1,3,0,1,0,1,0,1,3,36.265335074673544,10,66
0,7,0,0,0,8,1,0,2,36.26516470984794,18,100
0,3,0,0,0,4,0,1,9,36.26372467521479,17,22
0,1,0,0,0,0,2,2,1,36.26369805398577,6,200
3,0,0,0,0,2,1,0,11,36.26348888508833,17,18
2,11,0,0,0,0,0,0,3,36.26240730464043,16,66
1,2,0,0,0,3,2,0,10,36.26212825211559,18,20
1,5,0,0,0,1,1,1,2,36.26165888464608,11,100
2,3,0,1,0,1,2,0,0,36.26048330866262,9,366
3,0,0,0,0,0,3,0,5,36.26023467634379,11,40
0,3,0,0,0,4,1,1,5,36.25941121900677,14,40
0,11,0,0,0,4,1,0,1,36.25934478588637,17,100
0,4,0,1,0,0,0,1,6,36.25856896218425,12,33
3,0,0,0,0,1,0,1,6,36.258203390068545,11,33
0,9,0,1,0,4,0,0,1,36.25736511145035,15,122
1,0,0,0,0,2,1,1,10,36.25684480620604,15,20
1,0,0,0,0,1,5,0,4,36.25510338243772,11,50
1,3,0,0,0,1,1,0,14,36.25484539703211,20,14
1,6,0,0,0,7,1,0,1,36.25404054965286,16,171
1,4,0,1,0,1,2,0,3,36.25385393847946,12,66
4,6,0,0,0,0,0,0,3,36.253749781835815,13,66
2,4,0,0,0,7,0,0,5,36.25343264264877,18,40
0,5,0,0,0,4,3,0,3,36.25298039362885,15,66
1,8,0,0,0,1,1,0,6,36.25246881610233,17,33
0,2,0,0,0,6,2,1,1,36.25243776298235,12,200
4,0,0,0,0,2,1,0,6,36.252009326246295,13,33
1,1,0,1,0,0,0,2,0,36.25116799119274,5,500
1,2,0,1,0,0,4,0,0,36.25113182575667,8,250
1,5,0,1,0,0,0,0,10,36.25077472771007,17,20
0,3,0,0,0,6,4,0,1,36.24964180907487,14,200
2,0,0,0,0,5,1,1,2,36.24942230577791,11,100
0,6,0,0,0,6,0,0,11,36.2492802551638,23,18
0,8,0,0,0,3,0,1,2,36.24926372770981,14,100
4,0,0,0,0,5,1,0,3,36.24878018048221,13,66
0,5,0,0,0,7,2,0,4,36.248117501850565,18,50
3,3,0,1,0,1,0,0,4,36.24786275765744,12,50
0,1,0,0,0,3,5,0,4,36.24770294126982,13,50
0,10,0,0,0,7,0,0,2,36.247494515410395,19,100
0,4,0,0,0,3,1,0,14,36.24738327901346,22,14
2,3,0,0,0,0,3,0,4,36.24730152280546,12,50
1,6,0,1,0,2,0,0,6,36.24715535274037,16,33
1,1,0,1,0,0,2,1,0,36.24679808837388,6,500
0,5,0,0,0,5,0,1,4,36.24676918543853,15,50
3,1,0,0,0,3,1,0,7,36.246389825064675,15,28
0,5,0,1,0,0,0,1,4,36.24561792721321,11,50
0,8,0,0,0,8,0,0,4,36.245384819624206,20,50
4,2,0,0,0,7,0,0,0,36.24490153400964,13,171
1,7,0,0,0,5,1,0,2,36.24447327838835,16,100
0,4,0,0,0,3,3,0,6,36.24430509194594,16,33
1,6,0,0,0,2,2,0,4,36.24383707529218,15,50
3,0,0,0,0,3,2,0,5,36.24379821659333,13,40
1,1,0,0,0,2,0,1,11,36.24169989989763,16,18
0,4,0,0,0,5,2,0,8,36.2415247760558,19,25
2,1,0,0,0,0,0,0,19,36.24138378514894,22,10
1,2,0,0,0,1,1,0,16,36.24126521545713,21,12
0,1,0,0,0,5,0,2,2,36.241051869540044,10,100
0,0,0,0,0,5,1,2,1,36.24094477248788,9,200
0,6,0,0,0,6,0,1,1,36.24087180732175,14,183
0,7,0,0,0,8,0,0,6,36.24063538531947,21,33
3,1,0,0,0,2,0,1,3,36.24050565067662,10,66
2,4,0,0,0,3,2,0,2,36.240092458363385,13,100
6,0,0,0,0,0,1,0,1,36.23980784666521,8,166
2,0,0,0,0,1,0,2,1,36.23915534469247,6,200
2,1,0,0,0,5,3,0,1,36.23903770605397,12,200
0,6,0,0,0,5,3,0,0,36.238976144824505,14,183
0,9,0,0,0,4,1,0,4,36.23897346524433,18,50
1,4,0,0,0,0,0,2,0,36.23893166676418,7,275
2,2,0,0,0,6,0,1,0,36.238699791969765,11,200
0,5,0,1,0,3,0,1,1,36.23845799335708,11,200
1,3,0,0,0,6,3,0,0,36.23785097887434,13,200
1,2,0,0,0,2,4,0,3,36.23764928926731,12,66
1,5,0,0,0,2,0,0,13,36.23742465428558,21,15
0,2,0,0,0,4,1,1,7,36.23723724231945,15,28
1,0,0,0,0,0,3,0,14,36.237005853807105,18,14
1,0,0,0,0,2,4,0,7,36.23699785593772,14,28
0,5,0,0,0,2,0,1,8,36.23689419397657,16,25
3,0,0,0,0,4,2,0,4,36.23667397814559,13,50
1,3,0,0,0,2,0,0,17,36.23666548622436,23,11
0,11,0,0,0,3,0,0,6,36.23652738750226,20,33
1,4,0,0,0,6,2,0,2,36.2359305846831,15,100
0,1,0,0,0,2,5,0,5,36.23560560080496,13,40
0,4,0,0,0,2,1,0,15,36.235321498763895,22,13
3,2,0,0,0,3,0,0,9,36.23510914378926,17,22
1,1,0,0,0,3,0,1,10,36.23506098930854,16,20
3,4,0,0,0,1,2,0,1,36.234834380464406,11,200
2,10,0,0,0,1,0,0,3,36.234792237562274,16,66
3,1,0,0,0,1,3,0,2,36.23436406191092,10,100
5,3,0,0,0,2,0,0,1,36.23404566682371,11,200
1,8,0,1,0,0,0,0,4,36.23307981265995,14,50
1,0,0,0,0,2,2,1,5,36.23294624930462,11,40
2,3,0,0,0,5,2,0,1,36.23276741610721,13,200
5,0,0,0,0,6,0,0,1,36.23191937039384,12,200
0,8,0,1,0,4,0,0,3,36.23189861206055,16,66
0,2,0,0,0,2,4,0,7,36.23137759597626,15,28
1,5,0,0,0,0,0,1,7,36.23125573674128,14,28
1,2,0,0,0,0,1,1,8,36.23120653134828,13,25
0,5,0,0,0,2,0,0,17,36.23110683470676,24,11
1,6,0,0,0,9,0,0,3,36.23105117472043,19,66
1,6,0,1,0,2,1,0,1,36.23066470547263,12,183
2,2,0,0,0,6,2,0,2,36.23022462145207,14,100
0,4,0,0,0,4,0,1,7,36.23013800782795,16,28
1,2,0,0,0,3,1,1,4,36.2295558412224,12,50
2,5,0,1,0,3,0,0,2,36.22928446588156,13,100
1,8,0,1,0,3,0,0,0,36.2291464638081,13,137
1,3,0,0,0,3,4,0,0,36.22905969328889,11,250
1,3,0,0,0,4,1,1,1,36.22901477608854,11,200
1,6,0,0,0,3,0,0,10,36.2288552128264,20,20
0,3,0,0,0,5,0,1,8,36.22874446149336,17,25
0,1,0,0,0,6,0,2,1,36.22840355183255,10,200
3,5,0,0,0,3,0,0,4,36.22791064578485,15,50
4,2,0,0,0,1,1,0,4,36.22782464111945,12,50
2,0,0,0,0,3,3,0,6,36.22760733412171,14,33
1,2,0,0,0,0,0,2,3,36.22718191131833,8,66
0,3,0,1,0,0,1,1,4,36.22686034790322,10,50
0,1,0,0,0,2,1,1,12,36.22659106190556,17,16
1,5,0,0,0,0,4,0,1,36.22628491115056,11,200
1,8,0,0,0,0,0,0,11,36.22618026211763,20,18
0,0,0,0,0,2,6,0,3,36.22595199994497,11,66
0,5,0,0,0,1,3,0,7,36.22577029253187,16,28
0,3,0,0,0,2,2,0,13,36.22565525846328,20,15
1,5,0,0,0,6,0,0,8,36.22557322625817,20,25
1,0,0,0,0,2,1,1,9,36.22534553026592,14,22
1,3,0,0,0,2,2,1,0,36.22471637483109,9,366
0,2,0,0,0,4,4,0,5,36.22471486262038,15,40
2,0,0,0,0,0,3,1,0,36.22467276111384,6,333
0,5,0,0,0,4,0,0,15,36.224373962415754,24,13
2,7,0,0,0,3,1,0,1,36.22406527691555,14,157
1,1,0,0,0,1,4,0,6,36.223718670924484,13,33
1,4,0,0,0,1,0,0,16,36.22347538550523,22,12
0,6,0,0,0,4,1,1,0,36.22338070301772,12,183
2,1,0,0,0,2,1,0,13,36.223363876746866,19,15
0,0,0,0,0,5,1,2,0,36.222550194710266,8,240
2,2,0,0,0,4,1,0,9,36.22213838518343,18,22
1,11,0,0,0,0,1,0,3,36.2220190848012,16,66
0,0,0,0,0,3,3,1,5,36.221652586401255,12,40
0,9,0,2,0,0,0,0,0,36.221220988966785,11,122
2,2,0,0,0,0,1,0,13,36.22084985318418,18,15
3,1,0,1,0,0,2,0,1,36.22067894122927,8,200
1,6,0,1,0,2,0,0,5,36.22060547653079,15,40
1,5,0,0,0,6,1,0,4,36.22019288300968,17,50
4,2,0,0,0,3,0,0,5,36.218584083704684,14,40
4,1,0,1,0,1,1,0,0,36.218499665206316,8,250
2,0,0,0,0,1,5,0,0,36.217849598879326,8,200
0,7,0,1,0,2,0,0,8,36.21768808634774,18,25
2,3,0,0,0,1,1,0,10,36.21764035965339,17,20
5,0,0,0,0,5,0,0,2,36.217534971797555,12,100
1,4,0,0,0,8,2,0,0,36.21618786784421,15,150
1,0,0,1,0,0,0,2,0,36.21591466184224,4,500
2,0,0,0,0,2,2,1,1,36.21588390186569,8,200
0,7,0,1,0,0,2,0,2,36.2156610824307,12,100
0,1,0,0,0,0,3,1,6,36.21486727330833,11,33
3,2,0,0,0,7,1,0,1,36.21435014310674,14,171
0,5,0,1,0,1,2,0,5,36.214335057468276,14,40
4,1,0,0,0,2,0,0,8,36.21362083680347,15,25
0,3,0,0,0,2,3,0,9,36.21335898959221,17,22
0,1,0,0,0,1,0,2,7,36.212966158849284,11,28
0,6,0,1,0,3,2,0,1,36.212057680724556,13,183
0,8,0,0,0,2,3,0,1,36.211935401234804,14,137
1,10,0,0,0,5,0,0,1,36.21191270444583,17,110
1,1,0,0,0,5,1,1,4,36.21131683831797,13,50
1,7,0,0,0,0,0,1,4,36.210878439466775,13,50
2,5,0,1,0,1,1,0,0,36.210471233232475,10,220
3,0,0,0,0,3,3,0,1,36.210326075289935,10,200
0,0,0,0,0,0,1,1,16,36.20904551444636,18,12
0,4,0,1,0,1,0,1,5,36.208956345340916,12,40
0,0,0,0,0,0,0,2,10,36.20839733230106,12,20
1,1,0,0,0,2,1,1,7,36.20774619908276,13,28
1,7,0,0,0,7,0,0,3,36.20719939116744,18,66
1,2,0,0,0,7,1,1,0,36.206411365767735,12,171
1,7,0,1,0,2,0,0,3,36.206288704813694,14,66
2,1,0,0,0,4,3,0,2,36.20562561509352,12,100
1,6,0,0,0,1,1,0,9,36.20512742155085,18,22
0,6,0,0,0,8,1,0,4,36.204545737153474,19,50
0,1,0,0,0,0,3,0,16,36.204128614046255,20,12
2,0,0,0,0,4,4,0,0,36.203605703025666,10,250
0,2,0,0,0,3,1,1,8,36.20336092890188,15,25
2,3,0,0,0,4,0,0,10,36.203316585148215,19,20
1,7,0,1,0,5,0,0,0,36.20296700681814,14,157
1,1,0,0,0,1,2,0,14,36.20292509656241,19,14
2,3,0,1,0,0,2,0,1,36.202863579886476,9,200
1,3,0,0,0,7,0,1,1,36.20273482277061,13,171
3,4,0,0,0,0,1,0,6,36.202624834910125,14,33
0,2,0,0,0,2,3,0,11,36.202071205296384,18,18
2,4,0,1,0,0,0,0,7,36.202070554010206,14,28
0,3,0,1,0,0,4,0,2,36.2018536671577,10,100
0,9,0,0,0,3,0,0,9,36.201782669187,21,22
1,1,0,0,0,0,2,0,15,36.20173428738123,19,13
0,0,0,0,0,1,5,0,9,36.20172200551588,15,22
0,6,0,1,0,0,0,0,12,36.20150906723635,19,16
0,1,0,0,0,3,2,1,6,36.20150766576363,13,33
1,2,0,0,0,0,1,0,17,36.201467525423965,21,11
0,3,0,0,0,1,1,0,19,36.20135127230724,24,10
1,8,0,0,0,8,0,0,0,36.20130599260224,17,137
3,1,0,0,0,5,1,0,5,36.201043408443184,15,40
4,3,0,0,0,4,0,0,2,36.20100462119904,13,100
0,8,0,0,0,11,0,0,1,36.2008810023651,20,109
0,8,0,1,0,3,0,0,4,36.20029659386282,16,50
0,16,0,0,0,0,0,0,3,36.199990803250074,19,66
3,2,0,0,0,3,0,1,0,36.19993082460595,9,333
1,4,0,0,0,6,1,0,6,36.19965498471538,18,33
0,0,0,0,0,3,6,0,2,36.19909208863899,11,100
0,15,0,0,0,1,0,0,3,36.19899929913753,19,66
0,3,0,0,0,3,2,0,12,36.19876173979287,20,16
2,3,0,0,0,5,0,0,9,36.19803209357843,19,22
0,7,0,1,0,3,1,0,2,36.197630062285576,14,100
1,7,0,0,0,4,0,0,7,36.197538563494795,19,28
0,6,0,0,0,7,1,0,5,36.19720463147718,19,40
3,6,0,0,0,0,1,0,3,36.19693044774708,13,66
0,1,0,0,0,4,2,1,5,36.19673990134586,13,40
3,1,0,0,0,3,0,0,11,36.1964780232034,18,18
0,5,0,0,0,3,2,0,8,36.19525052980947,18,25
0,2,0,0,0,2,0,2,4,36.19501740790245,10,50
0,7,0,0,0,7,0,0,7,36.19476072883006,21,28
3,1,0,0,0,0,1,1,2,36.194521349526276,8,100
2,2,0,0,0,4,2,0,4,36.193885264589674,14,50
5,0,0,1,0,0,1,0,0,36.193592521930576,7,200
2,7,0,0,0,2,0,0,6,36.19343291632222,17,33
1,5,0,0,0,7,0,0,7,36.19214171961573,20,28
5,0,0,0,0,2,1,0,2,36.19195530904864,10,100
1,0,0,0,0,4,5,0,1,36.19183925408162,11,200
