,combinations,score
6052,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.4949830129
6053,"['ball', 'ball', 'ball', 'block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",30.4959244148
6054,"['bike', 'gloves', 'gloves', 'horse', 'horse']",30.4974003566
6055,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'horse', 'horse', 'horse']",30.4974724314
6056,"['ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'horse', 'horse']",30.497896140599998
6057,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",30.499521014899997
6058,"['block', 'book', 'gloves', 'horse', 'horse', 'horse']",30.4996031646
6059,"['block', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.4997076839
6060,"['ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.5012639072
6061,"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5018181854
6062,"['ball', 'ball', 'ball', 'bike', 'book', 'book', 'gloves']",30.5023549087
6063,"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.5032028744
6064,"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse']",30.506432248200003
6065,"['book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.506601378600003
6066,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",30.509531366300003
6067,"['ball', 'ball', 'ball', 'ball', 'book', 'horse', 'horse', 'horse', 'horse']",30.5095963169
6068,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse']",30.511765795
6069,"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.512536313400002
6070,"['ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.5126937506
6071,"['ball', 'block', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5130510219
6072,"['bike', 'book', 'book', 'gloves', 'gloves', 'horse']",30.5130986123
6073,"['ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",30.513364514699997
6074,"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.513813224499998
6075,"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves']",30.514937583400002
6076,"['doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5149605325
6077,"['ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",30.5151343985
6078,"['ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",30.5164261078
6079,"['ball', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'train']",30.519400829400002
6080,"['ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5211328858
6081,"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'train']",30.5225568115
6082,"['bike', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5240509994
6083,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",30.5254562392
6084,"['ball', 'ball', 'bike', 'gloves', 'gloves', 'train']",30.525892263200003
6085,"['bike', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.5262173136
6086,"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'train']",30.5270049356
6087,"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'horse']",30.5270805143
6088,"['ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.527335802
6089,"['ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.5275772271
6090,"['ball', 'bike', 'horse', 'train']",30.527983141
6091,"['ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.5322639259
6092,"['block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.5328939605
6093,"['book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'train']",30.533408425500003
6094,"['bike', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",30.533516593
6095,"['ball', 'ball', 'doll', 'gloves', 'horse', 'horse', 'horse', 'horse']",30.5340235621
6096,"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5353459081
6097,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5368282538
6098,"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.538711840599998
6099,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.540837079299997
6100,"['doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.5409626528
6101,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5415484615
6102,"['ball', 'book', 'book', 'book', 'gloves', 'horse', 'horse', 'horse', 'horse']",30.5424606952
6103,"['ball', 'ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.5451400041
6104,"['block', 'book', 'doll', 'gloves', 'train']",30.5461212662
6105,"['ball', 'ball', 'doll', 'doll', 'doll', 'gloves', 'train']",30.5462455156
6106,"['ball', 'ball', 'ball', 'bike', 'gloves', 'horse']",30.546673836500002
6107,"['ball', 'ball', 'block', 'book', 'book', 'train']",30.5518120059
6108,"['ball', 'ball', 'ball', 'ball', 'book', 'doll', 'doll', 'train']",30.5522031456
6109,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.552879636500002
6110,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.5542489316
6111,"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'horse', 'horse', 'horse']",30.5548556221
6112,"['block', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.5562567586
6113,"['ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.5567383663
6114,"['bike', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5569908067
6115,"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.557008578
6116,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'bike']",30.559025309899997
6117,"['ball', 'ball', 'ball', 'bike', 'book', 'gloves', 'gloves', 'gloves']",30.5621917239
6118,"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5624404231
6119,"['ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",30.564820976700002
6120,"['bike', 'block', 'gloves']",30.565124584299998
6121,"['book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.565191979
6122,"['ball', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.5656836096
6123,"['ball', 'ball', 'ball', 'bike', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5657505181
6124,"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll']",30.567095836100002
6125,"['ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",30.5673388898
6126,"['bike', 'block', 'book', 'book', 'doll']",30.5680690299
6127,"['block', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.571419074
6128,"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.573836919899996
6129,"['bike', 'block', 'book', 'doll', 'gloves']",30.5743798469
6130,"['ball', 'ball', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5777587543
6131,"['ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.5780540441
6132,"['ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",30.5780723777
6133,"['ball', 'ball', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",30.5783582534
6134,"['doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.578582927800003
6135,"['ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.580086850700003
6136,"['ball', 'ball', 'ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5802625597
6137,"['bike', 'book', 'gloves', 'gloves', 'train']",30.580449153000004
6138,"['book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5812196093
6139,"['ball', 'ball', 'ball', 'bike', 'gloves', 'train']",30.5820382306
6140,"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'horse', 'train']",30.5830837311
6141,"['ball', 'book', 'book', 'book', 'doll', 'gloves', 'horse', 'train']",30.583229353000004
6142,"['ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.5842919712
6143,"['ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'train']",30.5846556577
6144,"['book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.585927452800004
6145,"['ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5873271606
6146,"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'train']",30.588301454499998
6147,"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves']",30.588622376300002
6148,"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.590260187800002
6149,"['bike', 'book', 'gloves', 'gloves', 'gloves', 'train']",30.5914151285
6150,"['doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",30.5922748698
6151,"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.594250787399996
6152,"['doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",30.594763037399996
6153,"['ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5947870489
6154,"['ball', 'block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5954120448
6155,"['ball', 'ball', 'ball', 'ball', 'bike', 'train']",30.5976619008
6156,"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5979980896
6157,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.5988084403
6158,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.6009589542
6159,"['ball', 'ball', 'bike', 'gloves', 'train']",30.6011643904
6160,"['ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.6024858613
6161,"['ball', 'ball', 'doll', 'doll', 'gloves', 'horse', 'train']",30.6095464455
6162,"['bike', 'book', 'doll', 'train']",30.609856412800003
6163,"['ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",30.609877715
6164,"['ball', 'ball', 'ball', 'ball', 'book', 'doll', 'horse', 'train']",30.6108344381
6165,"['block', 'book', 'gloves', 'horse', 'train']",30.6108506595
6166,"['ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.6110209125
6167,"['block', 'book', 'book', 'book', 'book', 'book', 'book', 'doll']",30.613526293400003
6168,"['block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'train']",30.6140334554
6169,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'train']",30.6149158979
6170,"['ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.6163774275
6171,"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.6167148923
6172,"['ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'train']",30.617867248200003
6173,"['ball', 'bike', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.6184909573
6174,"['ball', 'ball', 'bike', 'doll', 'gloves', 'gloves', 'gloves']",30.6199767162
6175,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'train']",30.6211489852
6176,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.6219661825
6177,"['ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",30.6220059204
6178,"['book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.6225900004
6179,"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.623866610700002
6180,"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'horse']",30.624940405900002
6181,"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves']",30.6257352263
6182,"['gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",30.6259241694
6183,"['ball', 'bike', 'book', 'train']",30.6264688153
6184,"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll']",30.626493315700003
6185,"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'train']",30.6265425908
6186,"['ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",30.626992515700003
6187,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'train']",30.632057581999998
6188,"['ball', 'book', 'book', 'book', 'gloves', 'train', 'train']",30.632316819499998
6189,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book']",30.633646208800002
6190,"['ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.634630445
6191,"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.635206434
6192,"['ball', 'ball', 'bike', 'book', 'doll', 'gloves']",30.6377394493
6193,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.637909875300004
6194,"['bike', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.640143837199997
6195,"['book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves']",30.6401935027
6196,"['ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.6405238316
6197,"['gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.641117475999998
6198,"['book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.641375583400002
6199,"['ball', 'book', 'book', 'book', 'gloves', 'horse', 'horse', 'train']",30.646331517600004
6200,"['doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",30.6468017425
6201,"['ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",30.6475858125
6202,"['doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",30.647825433
6203,"['ball', 'ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'doll']",30.648154514899996
6204,"['ball', 'ball', 'block', 'doll', 'doll', 'doll']",30.6483122197
6205,"['ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'train']",30.6493301075
6206,"['ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'train']",30.6494397793
6207,"['ball', 'block', 'book', 'book', 'book', 'doll', 'doll']",30.649745818400003
6208,"['ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.6503722356
6209,"['ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.650500835
6210,"['book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.6508321027
6211,"['book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.652907867600003
6212,"['ball', 'book', 'doll', 'doll', 'doll', 'doll', 'doll', 'gloves']",30.657110379000002
6213,"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.6585978144
6214,"['book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",30.659052653000003
6215,"['ball', 'ball', 'doll', 'gloves', 'train', 'train']",30.659422696799997
6216,"['block', 'block', 'book', 'doll']",30.660254188200003
6217,"['ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.661045901599998
6218,"['doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",30.6617800895
6219,"['bike', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.663224531500003
6220,"['ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",30.663751654200002
6221,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",30.665557388699998
6222,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'doll']",30.6661429359
6223,"['ball', 'bike', 'doll', 'doll', 'gloves']",30.666867368000002
6224,"['ball', 'ball', 'ball', 'ball', 'book', 'horse', 'horse', 'train']",30.668112032
6225,"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves']",30.6702377898
6226,"['ball', 'ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.6703838783
6227,"['block', 'book', 'book', 'book', 'book', 'book', 'book', 'horse']",30.670398716599998
6228,"['ball', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.671146468200003
6229,"['ball', 'ball', 'doll', 'gloves', 'horse', 'horse', 'train']",30.6716818396
6230,"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.672338289000002
6231,"['ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.6738630431
6232,"['ball', 'ball', 'bike', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.674581927600002
6233,"['book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",30.67865639
6234,"['block', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves']",30.678955251799998
6235,"['bike', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",30.679648217600004
6236,"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",30.681173175599998
6237,"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'horse', 'horse']",30.6822322264
6238,"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'horse']",30.6823346487
6239,"['ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'train']",30.6825338695
6240,"['ball', 'bike', 'book', 'gloves', 'gloves', 'train']",30.682846519499996
6241,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll']",30.6831045072
6242,"['bike', 'book', 'horse', 'train']",30.683975399899996
6243,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'horse', 'train']",30.684501408699997
6244,"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'horse']",30.684601334899998
6245,"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'horse', 'train']",30.6868835738
6246,"['ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",30.687115465599998
6247,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'doll']",30.687906021999996
6248,"['ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.6904698012
6249,"['ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.6919513723
6250,"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'book']",30.6949080506
6251,"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves']",30.6961062185
6252,"['ball', 'ball', 'bike', 'book', 'book', 'book', 'gloves']",30.6966308204
6253,"['gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse', 'horse']",30.696851506599998
6254,"['ball', 'ball', 'block', 'doll', 'doll', 'horse']",30.6972593862
6255,"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",30.6978495475
6256,"['book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'horse']",30.6984243187
6257,"['book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",30.7005157083
6258,"['ball', 'ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'horse']",30.7008516367
